0.00;;;;;;;;;;
;6;13.352935;42.364587;132.93;DEFAULT_VEHTYPE;5.34;16.53;-252020825#1_0;0.00;
;8;13.362734;42.371472;283.05;DEFAULT_VEHTYPE;2.40;7.50;-550739883#2_0;0.00;
;9;13.348899;42.372674;230.45;DEFAULT_VEHTYPE;0.00;5.10;691972043#0_0;0.00;
10.00;1;13.347435;42.364552;127.74;DEFAULT_VEHTYPE;16.17;90.62;-80518211#4_0;0.00;
;2;13.344386;42.367598;30.11;DEFAULT_VEHTYPE;12.14;70.36;574968590_0;0.00;
;4;13.355744;42.364284;349.09;DEFAULT_VEHTYPE;10.37;1.52;:5327455869_0_0;0.00;
;5;13.362408;42.371326;221.69;DEFAULT_VEHTYPE;11.26;40.32;-550739883#2_0;0.00;
;6;13.352999;42.364545;132.93;DEFAULT_VEHTYPE;7.07;23.60;-252020825#1_0;0.00;
;8;13.362677;42.371473;273.34;DEFAULT_VEHTYPE;4.76;12.26;-550739883#2_0;0.00;
;9;13.348878;42.372661;230.45;DEFAULT_VEHTYPE;2.22;7.32;691972043#0_0;0.00;
11.00;1;13.347613;42.364454;127.75;DEFAULT_VEHTYPE;18.29;2.87;:5931907277_6_0;0.00;
;2;13.344434;42.367697;14.84;DEFAULT_VEHTYPE;11.76;82.12;574968590_0;0.00;
;4;13.355719;42.364396;352.39;DEFAULT_VEHTYPE;12.62;2.52;237215340_0;0.00;
;5;13.362302;42.371232;222.23;DEFAULT_VEHTYPE;13.62;53.94;-550739883#2_0;0.00;
;6;13.353079;42.364492;132.93;DEFAULT_VEHTYPE;8.81;32.41;-252020825#1_0;0.00;
;8;13.362597;42.371452;247.83;DEFAULT_VEHTYPE;6.98;19.24;-550739883#2_0;0.00;
;9;13.348835;42.372633;230.45;DEFAULT_VEHTYPE;4.73;12.05;691972043#0_0;0.00;
12.00;1;13.347806;42.364348;127.74;DEFAULT_VEHTYPE;19.81;13.28;-80518211#3_0;0.00;
;10;13.348899;42.372674;230.45;DEFAULT_VEHTYPE;0.00;5.10;691972043#0_0;0.00;
;12;13.346058;42.368223;159.19;DEFAULT_VEHTYPE;0.00;5.10;833955770#0_0;0.00;
;2;13.344441;42.367811;0.29;DEFAULT_VEHTYPE;12.69;94.81;574968590_0;0.00;
;4;13.355699;42.364520;354.41;DEFAULT_VEHTYPE;13.82;16.35;237215340_0;0.00;
;5;13.362179;42.371136;224.42;DEFAULT_VEHTYPE;14.68;68.62;-550739883#2_0;0.00;
;6;13.353179;42.364425;132.93;DEFAULT_VEHTYPE;11.08;43.48;-252020825#1_0;0.00;
;8;13.362508;42.371403;231.03;DEFAULT_VEHTYPE;9.17;28.41;-550739883#2_0;0.00;
;9;13.348770;42.372592;230.45;DEFAULT_VEHTYPE;7.07;19.12;691972043#0_0;0.00;
13.00;1;13.348030;42.364238;123.37;DEFAULT_VEHTYPE;22.15;8.23;:5279479941_6_0;0.00;
;10;13.348877;42.372660;230.45;DEFAULT_VEHTYPE;2.33;7.43;691972043#0_0;0.00;
;12;13.346068;42.368205;159.19;DEFAULT_VEHTYPE;2.14;7.24;833955770#0_0;0.00;
;13;13.366726;42.366368;308.28;DEFAULT_VEHTYPE;0.00;5.10;-28104551#5_0;0.00;
;2;13.344432;42.367920;358.62;DEFAULT_VEHTYPE;12.14;106.95;574968590_0;0.00;
;4;13.355686;42.364635;357.44;DEFAULT_VEHTYPE;12.78;29.12;237215340_0;0.00;
;5;13.362058;42.371040;223.83;DEFAULT_VEHTYPE;14.67;83.28;-550739883#2_0;0.00;
;6;13.353298;42.364347;132.93;DEFAULT_VEHTYPE;13.13;56.61;-252020825#1_0;0.00;
;8;13.362419;42.371336;223.62;DEFAULT_VEHTYPE;10.44;38.85;-550739883#2_0;0.00;
;9;13.348683;42.372537;230.45;DEFAULT_VEHTYPE;9.36;28.47;691972043#0_0;0.00;
14.00;1;13.348287;42.364141;114.49;DEFAULT_VEHTYPE;23.70;22.64;-80518211#2_0;0.00;
;10;13.348843;42.372639;230.45;DEFAULT_VEHTYPE;3.69;11.12;691972043#0_0;0.00;
;12;13.346084;42.368176;159.19;DEFAULT_VEHTYPE;3.55;10.79;833955770#0_0;0.00;
;13;13.366702;42.366381;308.28;DEFAULT_VEHTYPE;2.49;7.59;-28104551#5_0;0.00;
;14;13.352092;42.359501;340.91;DEFAULT_VEHTYPE;0.00;5.10;80518211#0_0;0.00;
;2;13.344545;42.367998;56.21;DEFAULT_VEHTYPE;12.91;119.85;574968590_0;0.00;
;4;13.355693;42.364753;5.31;DEFAULT_VEHTYPE;13.22;42.35;237215340_0;0.00;
;5;13.361939;42.370942;223.11;DEFAULT_VEHTYPE;14.57;97.85;-550739883#2_0;0.00;
;6;13.353425;42.364262;132.93;DEFAULT_VEHTYPE;14.03;70.64;-252020825#1_0;0.00;
;8;13.362340;42.371265;220.55;DEFAULT_VEHTYPE;10.29;49.14;-550739883#2_0;0.00;
;9;13.348580;42.372471;230.45;DEFAULT_VEHTYPE;11.17;39.64;691972043#0_0;0.00;
15.00;1;13.348572;42.364054;114.02;DEFAULT_VEHTYPE;25.45;5.18;:5931907266_6_0;0.00;
;10;13.348797;42.372609;230.45;DEFAULT_VEHTYPE;5.07;16.19;691972043#0_0;0.00;
;12;13.346110;42.368134;156.37;DEFAULT_VEHTYPE;5.09;15.88;833955770#0_0;0.00;
;13;13.366659;42.366405;308.28;DEFAULT_VEHTYPE;4.36;11.95;-28104551#5_0;0.00;
;14;13.352081;42.359523;340.91;DEFAULT_VEHTYPE;2.58;7.68;80518211#0_0;0.00;
;15;13.348899;42.372674;230.45;DEFAULT_VEHTYPE;0.00;5.10;691972043#0_0;0.00;
;2;13.344687;42.368013;87.15;DEFAULT_VEHTYPE;11.85;131.71;574968590_0;0.00;
;4;13.355698;42.364845;1.06;DEFAULT_VEHTYPE;10.24;8.58;:309739936_0_0;0.00;
;5;13.361822;42.370853;227.17;DEFAULT_VEHTYPE;13.85;111.70;-550739883#2_0;0.00;
;6;13.353553;42.364177;132.97;DEFAULT_VEHTYPE;14.16;1.99;:2581423361_10_0;0.00;
;8;13.362252;42.371193;224.42;DEFAULT_VEHTYPE;10.79;59.93;-550739883#2_0;0.00;
;9;13.348466;42.372392;225.89;DEFAULT_VEHTYPE;12.91;52.56;691972043#0_0;0.00;
16.00;1;13.348878;42.363955;114.83;DEFAULT_VEHTYPE;27.47;22.98;-80518211#1_0;0.00;
;10;13.348729;42.372566;230.45;DEFAULT_VEHTYPE;7.31;23.50;691972043#0_0;0.00;
;12;13.346147;42.368081;152.85;DEFAULT_VEHTYPE;6.71;22.59;833955770#0_0;0.00;
;13;13.366593;42.366443;308.28;DEFAULT_VEHTYPE;6.90;18.85;-28104551#5_0;0.00;
;14;13.352061;42.359566;342.19;DEFAULT_VEHTYPE;5.11;12.79;80518211#0_0;0.00;
;15;13.348879;42.372661;230.45;DEFAULT_VEHTYPE;2.14;7.24;691972043#0_0;0.00;
;16;13.355575;42.366156;178.00;DEFAULT_VEHTYPE;0.00;5.10;28199972#0_0;0.00;
;2;13.344830;42.368020;87.15;DEFAULT_VEHTYPE;11.83;143.54;574968590_0;0.00;
;4;13.355696;42.364913;359.89;DEFAULT_VEHTYPE;7.48;6.98;-28199972#2_0;0.00;
;5;13.361696;42.370768;232.93;DEFAULT_VEHTYPE;14.04;125.74;-550739883#2_0;0.00;
;6;13.353676;42.364095;133.11;DEFAULT_VEHTYPE;13.66;4.57;-252020825#0_0;0.00;
;8;13.362156;42.371118;224.45;DEFAULT_VEHTYPE;11.48;71.41;-550739883#2_0;0.00;
;9;13.348348;42.372300;224.34;DEFAULT_VEHTYPE;14.06;66.62;691972043#0_0;0.00;
17.00;1;13.349204;42.363846;117.62;DEFAULT_VEHTYPE;29.44;52.43;-80518211#1_0;0.00;
;10;13.348646;42.372513;230.45;DEFAULT_VEHTYPE;9.05;32.55;691972043#0_0;0.00;
;12;13.346206;42.368014;145.86;DEFAULT_VEHTYPE;8.83;31.42;833955770#0_0;0.00;
;13;13.366504;42.366492;308.28;DEFAULT_VEHTYPE;9.12;27.97;-28104551#5_0;0.00;
;14;13.352033;42.359631;343.37;DEFAULT_VEHTYPE;7.62;20.42;80518211#0_0;0.00;
;15;13.348843;42.372638;230.45;DEFAULT_VEHTYPE;3.92;11.16;691972043#0_0;0.00;
;16;13.355577;42.366140;178.00;DEFAULT_VEHTYPE;1.79;6.89;28199972#0_0;0.00;
;17;13.350930;42.366208;305.58;DEFAULT_VEHTYPE;0.00;5.10;-906475434#0_0;0.00;
;2;13.344957;42.368027;87.15;DEFAULT_VEHTYPE;10.51;154.05;574968590_0;0.00;
;4;13.355694;42.364983;359.89;DEFAULT_VEHTYPE;7.80;14.78;-28199972#2_0;0.00;
;5;13.361557;42.370688;232.95;DEFAULT_VEHTYPE;14.48;140.22;-550739883#2_0;0.00;
;6;13.353797;42.364014;133.12;DEFAULT_VEHTYPE;13.41;17.97;-252020825#0_0;0.00;
;8;13.362070;42.371049;224.25;DEFAULT_VEHTYPE;10.40;81.80;-550739883#2_0;0.00;
;9;13.348233;42.372208;223.81;DEFAULT_VEHTYPE;13.99;80.61;691972043#0_0;0.00;
18.00;1;13.349504;42.363710;124.08;DEFAULT_VEHTYPE;29.04;13.24;-80518211#0_0;0.00;
;10;13.348540;42.372444;229.49;DEFAULT_VEHTYPE;11.61;44.16;691972043#0_0;0.00;
;12;13.346286;42.367941;140.41;DEFAULT_VEHTYPE;10.51;41.93;833955770#0_0;0.00;
;13;13.366393;42.366555;308.28;DEFAULT_VEHTYPE;11.55;39.53;-28104551#5_0;0.00;
;14;13.352001;42.359720;345.90;DEFAULT_VEHTYPE;10.20;30.62;80518211#0_0;0.00;
;15;13.348787;42.372603;230.45;DEFAULT_VEHTYPE;6.10;17.26;691972043#0_0;0.00;
;16;13.355579;42.366105;178.00;DEFAULT_VEHTYPE;3.90;10.78;28199972#0_0;0.00;
;17;13.350910;42.366219;305.71;DEFAULT_VEHTYPE;1.98;7.08;-906475434#0_0;0.00;
;18;13.355314;42.367533;325.37;DEFAULT_VEHTYPE;0.00;5.10;728709259_0;0.00;
;2;13.345033;42.368031;87.15;DEFAULT_VEHTYPE;6.23;160.28;574968590_0;0.00;
;4;13.355691;42.365049;358.87;DEFAULT_VEHTYPE;7.31;22.09;-28199972#2_0;0.00;
;5;13.361418;42.370607;232.95;DEFAULT_VEHTYPE;14.54;154.77;-550739883#2_0;0.00;
;6;13.353924;42.363930;133.12;DEFAULT_VEHTYPE;14.03;32.00;-252020825#0_0;0.00;
;8;13.361977;42.370973;223.11;DEFAULT_VEHTYPE;11.46;93.27;-550739883#2_0;0.00;
;9;13.348121;42.372118;223.81;DEFAULT_VEHTYPE;13.55;94.16;691972043#0_0;0.00;
19.00;1;13.349776;42.363554;129.50;DEFAULT_VEHTYPE;28.29;41.53;-80518211#0_0;0.00;
;10;13.348433;42.372367;225.52;DEFAULT_VEHTYPE;12.27;56.44;691972043#0_0;0.00;
;12;13.346389;42.367863;135.55;DEFAULT_VEHTYPE;12.09;54.02;833955770#0_0;0.00;
;13;13.366281;42.366618;308.28;DEFAULT_VEHTYPE;11.55;51.07;-28104551#5_0;0.00;
;14;13.351963;42.359828;346.86;DEFAULT_VEHTYPE;12.44;43.05;80518211#0_0;0.00;
;15;13.348713;42.372555;230.45;DEFAULT_VEHTYPE;8.02;25.29;691972043#0_0;0.00;
;16;13.355583;42.366057;178.00;DEFAULT_VEHTYPE;5.32;16.11;28199972#0_0;0.00;
;17;13.350877;42.366235;306.10;DEFAULT_VEHTYPE;3.28;10.35;-906475434#0_0;0.00;
;18;13.355303;42.367543;322.58;DEFAULT_VEHTYPE;1.40;6.50;728709259_0;0.00;
;2;13.345109;42.368037;84.10;DEFAULT_VEHTYPE;6.27;2.98;:5279479995_3_0;0.00;
;4;13.355687;42.365119;358.87;DEFAULT_VEHTYPE;7.83;29.92;-28199972#2_0;0.00;
;5;13.361281;42.370518;229.55;DEFAULT_VEHTYPE;15.02;169.79;-550739883#2_0;0.00;
;6;13.354034;42.363857;133.12;DEFAULT_VEHTYPE;12.15;44.16;-252020825#0_0;0.00;
;8;13.361891;42.370902;223.11;DEFAULT_VEHTYPE;10.55;103.82;-550739883#2_0;0.00;
;9;13.348011;42.372030;223.81;DEFAULT_VEHTYPE;13.37;107.54;691972043#0_0;0.00;
20.00;1;13.350034;42.363383;133.01;DEFAULT_VEHTYPE;28.52;70.05;-80518211#0_0;0.00;
;10;13.348334;42.372289;224.32;DEFAULT_VEHTYPE;11.87;68.31;691972043#0_0;0.00;
;12;13.346503;42.367784;132.25;DEFAULT_VEHTYPE;12.88;66.91;833955770#0_0;0.00;
;13;13.366175;42.366677;308.28;DEFAULT_VEHTYPE;10.93;62.00;-28104551#5_0;0.00;
;14;13.351918;42.359950;345.78;DEFAULT_VEHTYPE;13.97;57.02;80518211#0_0;0.00;
;15;13.348627;42.372501;230.45;DEFAULT_VEHTYPE;9.35;34.64;691972043#0_0;0.00;
;16;13.355588;42.365989;178.00;DEFAULT_VEHTYPE;7.62;23.73;28199972#0_0;0.00;
;17;13.350830;42.366262;307.91;DEFAULT_VEHTYPE;4.86;15.22;-906475434#0_0;0.00;
;18;13.355275;42.367565;318.86;DEFAULT_VEHTYPE;3.44;9.95;728709259_0;0.00;
;2;13.345172;42.368076;43.13;DEFAULT_VEHTYPE;7.13;10.11;:5279479995_3_0;0.00;
;20;13.357307;42.368674;63.58;DEFAULT_VEHTYPE;0.00;5.10;542078584#0_0;0.00;
;4;13.355683;42.365185;358.87;DEFAULT_VEHTYPE;7.30;37.22;-28199972#2_0;0.00;
;5;13.361152;42.370425;227.24;DEFAULT_VEHTYPE;14.84;184.62;-550739883#2_0;0.00;
;6;13.354102;42.363805;138.87;DEFAULT_VEHTYPE;8.11;52.27;-252020825#0_0;0.00;
;8;13.361796;42.370833;227.17;DEFAULT_VEHTYPE;10.95;114.77;-550739883#2_0;0.00;
;9;13.347896;42.371937;223.81;DEFAULT_VEHTYPE;13.97;121.51;691972043#0_0;0.00;
21.00;1;13.350275;42.363188;139.13;DEFAULT_VEHTYPE;29.39;99.43;-80518211#0_0;0.00;
;10;13.348241;42.372214;223.81;DEFAULT_VEHTYPE;11.36;79.67;691972043#0_0;0.00;
;12;13.346624;42.367712;129.27;DEFAULT_VEHTYPE;12.73;79.64;833955770#0_0;0.00;
;13;13.366061;42.366742;308.28;DEFAULT_VEHTYPE;11.85;73.85;-28104551#5_0;0.00;
;14;13.351868;42.360086;345.78;DEFAULT_VEHTYPE;15.63;72.65;80518211#0_0;0.00;
;15;13.348528;42.372436;229.22;DEFAULT_VEHTYPE;10.80;45.44;691972043#0_0;0.00;
;16;13.355593;42.365920;178.00;DEFAULT_VEHTYPE;7.57;31.29;28199972#0_0;0.00;
;17;13.350764;42.366305;312.49;DEFAULT_VEHTYPE;7.33;22.55;-906475434#0_0;0.00;
;18;13.355228;42.367594;311.51;DEFAULT_VEHTYPE;5.01;14.96;728709259_0;0.00;
;2;13.345191;42.368129;16.51;DEFAULT_VEHTYPE;6.23;2.27;:3634804151_2_0;0.00;
;20;13.357324;42.368681;63.58;DEFAULT_VEHTYPE;1.58;6.68;542078584#0_0;0.00;
;21;13.360929;42.367369;221.30;DEFAULT_VEHTYPE;0.00;5.10;-551504874_0;0.00;
;4;13.355680;42.365250;358.69;DEFAULT_VEHTYPE;7.22;2.67;:5327490535_0_0;0.00;
;5;13.361025;42.370335;227.47;DEFAULT_VEHTYPE;14.40;5.62;:310207652_0_0;0.00;
;6;13.354130;42.363768;151.53;DEFAULT_VEHTYPE;4.70;56.97;-252020825#0_0;0.00;
;8;13.361699;42.370770;232.61;DEFAULT_VEHTYPE;10.63;125.40;-550739883#2_0;0.00;
;9;13.347781;42.371845;223.81;DEFAULT_VEHTYPE;13.96;135.47;691972043#0_0;0.00;
22.00;1;13.350458;42.362968;153.99;DEFAULT_VEHTYPE;28.81;128.24;-80518211#0_0;0.00;
;10;13.348147;42.372138;223.81;DEFAULT_VEHTYPE;11.41;91.08;691972043#0_0;0.00;
;12;13.346746;42.367646;126.20;DEFAULT_VEHTYPE;12.42;92.05;833955770#0_0;0.00;
;13;13.365949;42.366805;308.28;DEFAULT_VEHTYPE;11.55;85.41;-28104551#5_0;0.00;
;14;13.351811;42.360241;345.78;DEFAULT_VEHTYPE;17.85;90.50;80518211#0_0;0.00;
;15;13.348414;42.372351;225.02;DEFAULT_VEHTYPE;13.34;58.78;691972043#0_0;0.00;
;16;13.355598;42.365847;178.00;DEFAULT_VEHTYPE;8.13;39.43;28199972#0_0;0.00;
;17;13.350680;42.366362;314.21;DEFAULT_VEHTYPE;9.34;31.88;-906475434#0_0;0.00;
;18;13.355159;42.367626;302.40;DEFAULT_VEHTYPE;6.73;21.69;728709259_0;0.00;
;2;13.345252;42.368181;42.05;DEFAULT_VEHTYPE;7.60;6.33;:5325968287_2_0;0.00;
;20;13.357370;42.368693;69.18;DEFAULT_VEHTYPE;4.00;10.68;542078584#0_0;0.00;
;21;13.360909;42.367352;221.30;DEFAULT_VEHTYPE;2.49;7.59;-551504874_0;0.00;
;22;13.366726;42.366368;308.28;DEFAULT_VEHTYPE;0.00;5.10;-28104551#5_0;0.00;
;4;13.355675;42.365320;358.20;DEFAULT_VEHTYPE;7.77;4.19;-28199972#1_0;0.00;
;5;13.360900;42.370247;227.76;DEFAULT_VEHTYPE;14.20;9.62;-550739883#1_0;0.00;
;6;13.354185;42.363735;121.66;DEFAULT_VEHTYPE;6.39;4.40;:5327455852_4_0;0.00;
;8;13.361597;42.370711;232.95;DEFAULT_VEHTYPE;10.66;136.06;-550739883#2_0;0.00;
;9;13.347666;42.371752;223.81;DEFAULT_VEHTYPE;14.03;149.49;691972043#0_0;0.00;
23.00;1;13.350617;42.362738;153.99;DEFAULT_VEHTYPE;28.68;156.92;-80518211#0_0;0.00;
;10;13.348055;42.372065;223.81;DEFAULT_VEHTYPE;11.07;102.15;691972043#0_0;0.00;
;12;13.346877;42.367585;122.44;DEFAULT_VEHTYPE;12.82;104.87;833955770#0_0;0.00;
;13;13.365834;42.366869;308.28;DEFAULT_VEHTYPE;11.89;97.30;-28104551#5_0;0.00;
;14;13.351748;42.360411;345.78;DEFAULT_VEHTYPE;19.67;110.17;80518211#0_0;0.00;
;15;13.348299;42.372261;223.96;DEFAULT_VEHTYPE;13.74;72.52;691972043#0_0;0.00;
;16;13.355603;42.365774;178.00;DEFAULT_VEHTYPE;8.21;47.63;28199972#0_0;0.00;
;17;13.350574;42.366436;314.21;DEFAULT_VEHTYPE;11.92;43.80;-906475434#0_0;0.00;
;18;13.355076;42.367651;291.76;DEFAULT_VEHTYPE;7.40;29.09;728709259_0;0.00;
;2;13.345333;42.368232;57.22;DEFAULT_VEHTYPE;8.94;1.05;:1073000126_3_0;0.00;
;20;13.357440;42.368712;71.69;DEFAULT_VEHTYPE;6.15;16.84;542078584#0_0;0.00;
;21;13.360878;42.367324;221.30;DEFAULT_VEHTYPE;4.03;11.62;-551504874_0;0.00;
;22;13.366711;42.366376;308.28;DEFAULT_VEHTYPE;1.48;6.58;-28104551#5_0;0.00;
;4;13.355670;42.365395;358.11;DEFAULT_VEHTYPE;8.32;1.46;:5327490532_0_0;0.00;
;5;13.360778;42.370162;227.63;DEFAULT_VEHTYPE;13.82;8.89;:312169665_0_0;0.00;
;6;13.354255;42.363735;90.12;DEFAULT_VEHTYPE;5.73;3.28;237214905#4_0;0.00;
;8;13.361493;42.370650;232.95;DEFAULT_VEHTYPE;10.93;146.98;-550739883#2_0;0.00;
;9;13.347546;42.371656;223.81;DEFAULT_VEHTYPE;14.46;163.96;691972043#0_0;0.00;
24.00;1;13.350776;42.362501;157.27;DEFAULT_VEHTYPE;29.39;186.31;-80518211#0_0;0.00;
;10;13.347955;42.371985;223.81;DEFAULT_VEHTYPE;12.16;114.31;691972043#0_0;0.00;
;12;13.347018;42.367534;113.63;DEFAULT_VEHTYPE;12.95;117.83;833955770#0_0;0.00;
;13;13.365728;42.366929;308.28;DEFAULT_VEHTYPE;10.90;108.21;-28104551#5_0;0.00;
;14;13.351680;42.360595;345.78;DEFAULT_VEHTYPE;21.10;131.27;80518211#0_0;0.00;
;15;13.348182;42.372167;223.81;DEFAULT_VEHTYPE;14.23;86.74;691972043#0_0;0.00;
;16;13.355609;42.365695;178.00;DEFAULT_VEHTYPE;8.71;56.34;28199972#0_0;0.00;
;17;13.350456;42.366518;314.21;DEFAULT_VEHTYPE;13.39;57.19;-906475434#0_0;0.00;
;18;13.354981;42.367664;280.01;DEFAULT_VEHTYPE;7.96;37.05;728709259_0;0.00;
;2;13.345443;42.368282;62.63;DEFAULT_VEHTYPE;10.78;8.91;-92426124_0;0.00;
;20;13.357526;42.368738;68.44;DEFAULT_VEHTYPE;7.69;1.68;:6185432089_0_0;0.00;
;21;13.360831;42.367283;221.30;DEFAULT_VEHTYPE;6.00;17.61;-551504874_0;0.00;
;22;13.366680;42.366393;308.28;DEFAULT_VEHTYPE;3.22;9.80;-28104551#5_0;0.00;
;24;13.356348;42.368135;63.35;DEFAULT_VEHTYPE;0.00;5.10;28573313#1_0;0.00;
;4;13.355665;42.365469;358.02;DEFAULT_VEHTYPE;8.28;3.53;-28199972#0_0;0.00;
;5;13.360681;42.370093;227.54;DEFAULT_VEHTYPE;11.05;5.46;-550739883#0_0;0.00;
;6;13.354349;42.363738;88.74;DEFAULT_VEHTYPE;7.75;11.02;237214905#4_0;0.00;
;8;13.361385;42.370586;231.32;DEFAULT_VEHTYPE;11.40;158.38;-550739883#2_0;0.00;
;9;13.347433;42.371558;221.73;DEFAULT_VEHTYPE;14.38;178.34;691972043#0_0;0.00;
25.00;1;13.350920;42.362268;156.31;DEFAULT_VEHTYPE;28.48;214.79;-80518211#0_0;0.00;
;10;13.347857;42.371905;223.81;DEFAULT_VEHTYPE;11.99;126.30;691972043#0_0;0.00;
;12;13.347154;42.367499;107.12;DEFAULT_VEHTYPE;11.83;129.66;833955770#0_0;0.00;
;13;13.365621;42.366989;308.28;DEFAULT_VEHTYPE;11.12;119.32;-28104551#5_0;0.00;
;14;13.351605;42.360798;345.78;DEFAULT_VEHTYPE;23.40;154.66;80518211#0_0;0.00;
;15;13.348067;42.372074;223.81;DEFAULT_VEHTYPE;14.06;100.80;691972043#0_0;0.00;
;16;13.355614;42.365622;178.00;DEFAULT_VEHTYPE;8.10;64.45;28199972#0_0;0.00;
;17;13.350325;42.366608;314.21;DEFAULT_VEHTYPE;14.69;71.89;-906475434#0_0;0.00;
;18;13.354885;42.367663;268.20;DEFAULT_VEHTYPE;7.91;44.96;728709259_0;0.00;
;2;13.345577;42.368336;62.63;DEFAULT_VEHTYPE;12.56;21.47;-92426124_0;0.00;
;20;13.357628;42.368772;66.70;DEFAULT_VEHTYPE;9.13;5.67;542078584#1_0;0.00;
;21;13.360769;42.367229;221.30;DEFAULT_VEHTYPE;7.85;25.46;-551504874_0;0.00;
;22;13.366633;42.366420;308.28;DEFAULT_VEHTYPE;4.84;14.64;-28104551#5_0;0.00;
;24;13.356368;42.368143;63.35;DEFAULT_VEHTYPE;1.91;7.01;28573313#1_0;0.00;
;25;13.350121;42.367266;70.90;DEFAULT_VEHTYPE;0.00;5.10;-906475433#0_0;0.00;
;4;13.355659;42.365541;358.00;DEFAULT_VEHTYPE;7.94;11.47;-28199972#0_0;0.00;
;5;13.360613;42.370045;227.03;DEFAULT_VEHTYPE;7.77;13.22;-550739883#0_0;0.00;
;6;13.354465;42.363742;88.74;DEFAULT_VEHTYPE;9.57;20.59;237214905#4_0;0.00;
;8;13.361286;42.370520;229.56;DEFAULT_VEHTYPE;10.92;169.30;-550739883#2_0;0.00;
;9;13.347318;42.371459;221.52;DEFAULT_VEHTYPE;14.51;192.85;691972043#0_0;0.00;
26.00;1;13.351065;42.362029;160.14;DEFAULT_VEHTYPE;29.13;243.92;-80518211#0_0;0.00;
;10;13.347758;42.371826;223.81;DEFAULT_VEHTYPE;12.01;138.31;691972043#0_0;0.00;
;12;13.347304;42.367475;101.34;DEFAULT_VEHTYPE;12.62;142.28;833955770#0_0;0.00;
;13;13.365506;42.367054;308.28;DEFAULT_VEHTYPE;11.85;131.17;-28104551#5_0;0.00;
